Index,Timestamp,battery,left_pwm,right_pwm,left_enc,right_enc,left_enc_vel,right_enc_vel,tick
1,1651643228331,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19092
2,1651643228342,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19103
3,1651643228353,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19114
4,1651643228364,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19125
5,1651643228375,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19136
6,1651643228386,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19147
7,1651643228397,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19158
8,1651643228408,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19169
9,1651643228419,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19180
10,1651643228430,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19191
11,1651643228441,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19202
12,1651643228452,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19213
13,1651643228463,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19224
14,1651643228474,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19235
15,1651643228485,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19246
16,1651643228496,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19257
17,1651643228507,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19268
18,1651643228518,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19279
19,1651643228529,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19290
20,1651643228540,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19301
21,1651643228551,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19312
22,1651643228562,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19323
23,1651643228573,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19334
24,1651643228584,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19345
25,1651643228595,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19356
26,1651643228606,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19367
27,1651643228617,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19378
28,1651643228628,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19389
29,1651643228639,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19400
30,1651643228650,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19411
31,1651643228661,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19422
32,1651643228672,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19433
33,1651643228683,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19444
34,1651643228694,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19455
35,1651643228705,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19466
36,1651643228716,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19477
37,1651643228727,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19488
38,1651643228738,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19499
39,1651643228749,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19510
40,1651643228760,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19521
41,1651643228771,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19532
42,1651643228782,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19543
43,1651643228793,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19554
44,1651643228804,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19565
45,1651643228815,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19576
46,1651643228826,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19587
47,1651643228837,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19598
48,1651643228848,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19609
49,1651643228859,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19620
50,1651643228870,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19631
51,1651643228881,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19642
52,1651643228892,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19653
53,1651643228903,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19664
54,1651643228914,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19675
55,1651643228925,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19686
56,1651643228936,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19697
57,1651643228947,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19708
58,1651643228958,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19719
59,1651643228969,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19730
60,1651643228980,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19741
61,1651643228991,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19752
62,1651643229002,43981,0.5432100296020508,0.5678899884223938,305419888,2309737967,0.12345000356435776,0.6789000034332275,19763
